#SampleID	Sample	Run	Platform	RunDate	sampletype	controltype	cl	clone	treatment	birthday	mother	umother	box	sediment_bottle	extraction_day	extraction_round	pcr_batch	sedtype	seddate	behavior	cloneavgbehavior	clonerank	category	size	cloneavgsize	eggs	Description
A1_A	A1	A	MiSeq_300	Run160208	mud	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	p4	autoc	start	NA	NA	NA	NA	NA	NA	NA	p303_Alexandra_Mushegian
A2_A	A2	A	MiSeq_300	Run160208	mud	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	p4	autoc	start	NA	NA	NA	NA	NA	NA	NA	p303_Alexandra_Mushegian
A3_A	A3	A	MiSeq_300	Run160208	mud	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	p4	autoc	start	NA	NA	NA	NA	NA	NA	NA	p303_Alexandra_Mushegian
A4_A	A4	A	MiSeq_300	Run160208	mud	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	p4	autoc	end	NA	NA	NA	NA	NA	NA	NA	p303_Alexandra_Mushegian
A5_A	A5	A	MiSeq_300	Run160208	mud	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	p4	autoc	end	NA	NA	NA	NA	NA	NA	NA	p303_Alexandra_Mushegian
A6_A	A6	A	MiSeq_300	Run160208	mud	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	p4	autoc	end	NA	NA	NA	NA	NA	NA	NA	p303_Alexandra_Mushegian
N1_A	N1	A	MiSeq_300	Run160208	mud	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	p4	natural	start	NA	NA	NA	NA	NA	NA	NA	p303_Alexandra_Mushegian
N2_A	N2	A	MiSeq_300	Run160208	mud	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	p4	natural	start	NA	NA	NA	NA	NA	NA	NA	p303_Alexandra_Mushegian
N3_A	N3	A	MiSeq_300	Run160208	mud	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	p4	natural	start	NA	NA	NA	NA	NA	NA	NA	p303_Alexandra_Mushegian
N4_A	N4	A	MiSeq_300	Run160208	mud	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	p4	natural	end	NA	NA	NA	NA	NA	NA	NA	p303_Alexandra_Mushegian
N5_A	N5	A	MiSeq_300	Run160208	mud	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	p4	natural	end	NA	NA	NA	NA	NA	NA	NA	p303_Alexandra_Mushegian
N6_A	N6	A	MiSeq_300	Run160208	mud	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	p4	natural	end	NA	NA	NA	NA	NA	NA	NA	p303_Alexandra_Mushegian
C1_A	C1	A	MiSeq_300	Run160208	negctrl	extract	NA	NA	NA	NA	NA	NA	NA	NA	d1	1	p1	NA	NA	NA	NA	NA	NA	NA	NA	NA	p303_Alexandra_Mushegian
C10_A	C10	A	MiSeq_300	Run160208	negctrl	extract	NA	NA	NA	NA	NA	NA	NA	NA	d6	10	p4	NA	NA	NA	NA	NA	NA	NA	NA	NA	p303_Alexandra_Mushegian
C3_A	C3	A	MiSeq_300	Run160208	negctrl	extract	NA	NA	NA	NA	NA	NA	NA	NA	d2	3	p1	NA	NA	NA	NA	NA	NA	NA	NA	NA	p303_Alexandra_Mushegian
C5_A	C5	A	MiSeq_300	Run160208	negctrl	extract	NA	NA	NA	NA	NA	NA	NA	NA	d3	5	p2	NA	NA	NA	NA	NA	NA	NA	NA	NA	p303_Alexandra_Mushegian
C6_A	C6	A	MiSeq_300	Run160208	negctrl	extract	NA	NA	NA	NA	NA	NA	NA	NA	d4	6	p2	NA	NA	NA	NA	NA	NA	NA	NA	NA	p303_Alexandra_Mushegian
C8_A	C8	A	MiSeq_300	Run160208	negctrl	extract	NA	NA	NA	NA	NA	NA	NA	NA	d5	8	p3	NA	NA	NA	NA	NA	NA	NA	NA	NA	p303_Alexandra_Mushegian
CMUD_A	CMUD	A	MiSeq_300	Run160208	negctrl	extract	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	p4	NA	NA	NA	NA	NA	NA	NA	NA	NA	p303_Alexandra_Mushegian
PCRneg1_A	PCRneg1	A	MiSeq_300	Run160208	negctrl	pcr	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	p1	NA	NA	NA	NA	NA	NA	NA	NA	NA	p303_Alexandra_Mushegian
PCRneg2_A	PCRneg2	A	MiSeq_300	Run160208	negctrl	pcr	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	p2	NA	NA	NA	NA	NA	NA	NA	NA	NA	p303_Alexandra_Mushegian
PCRneg3_A	PCRneg3	A	MiSeq_300	Run160208	negctrl	pcr	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	p3	NA	NA	NA	NA	NA	NA	NA	NA	NA	p303_Alexandra_Mushegian
PCRneg4_A	PCRneg4	A	MiSeq_300	Run160208	negctrl	pcr	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	p4	NA	NA	NA	NA	NA	NA	NA	NA	NA	p303_Alexandra_Mushegian
pos_A	pos	A	MiSeq_300	Run160208	posctrl	pos	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	p4	NA	NA	NA	NA	NA	NA	NA	NA	NA	p303_Alexandra_Mushegian
A1_B	A1	B	MiSeq_300	Run160208	mud	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	p4	autoc	start	NA	NA	NA	NA	NA	NA	NA	p303_Alexandra_Mushegian
A2_B	A2	B	MiSeq_300	Run160208	mud	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	p4	autoc	start	NA	NA	NA	NA	NA	NA	NA	p303_Alexandra_Mushegian
A3_B	A3	B	MiSeq_300	Run160208	mud	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	p4	autoc	start	NA	NA	NA	NA	NA	NA	NA	p303_Alexandra_Mushegian
A4_B	A4	B	MiSeq_300	Run160208	mud	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	p4	autoc	end	NA	NA	NA	NA	NA	NA	NA	p303_Alexandra_Mushegian
A5_B	A5	B	MiSeq_300	Run160208	mud	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	p4	autoc	end	NA	NA	NA	NA	NA	NA	NA	p303_Alexandra_Mushegian
A6_B	A6	B	MiSeq_300	Run160208	mud	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	p4	autoc	end	NA	NA	NA	NA	NA	NA	NA	p303_Alexandra_Mushegian
N1_B	N1	B	MiSeq_300	Run160208	mud	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	p4	natural	start	NA	NA	NA	NA	NA	NA	NA	p303_Alexandra_Mushegian
N2_B	N2	B	MiSeq_300	Run160208	mud	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	p4	natural	start	NA	NA	NA	NA	NA	NA	NA	p303_Alexandra_Mushegian
N3_B	N3	B	MiSeq_300	Run160208	mud	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	p4	natural	start	NA	NA	NA	NA	NA	NA	NA	p303_Alexandra_Mushegian
N4_B	N4	B	MiSeq_300	Run160208	mud	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	p4	natural	end	NA	NA	NA	NA	NA	NA	NA	p303_Alexandra_Mushegian
N5_B	N5	B	MiSeq_300	Run160208	mud	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	p4	natural	end	NA	NA	NA	NA	NA	NA	NA	p303_Alexandra_Mushegian
N6_B	N6	B	MiSeq_300	Run160208	mud	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	p4	natural	end	NA	NA	NA	NA	NA	NA	NA	p303_Alexandra_Mushegian
C1_B	C1	B	MiSeq_300	Run160208	negctrl	extract	NA	NA	NA	NA	NA	NA	NA	NA	d1	1	p1	NA	NA	NA	NA	NA	NA	NA	NA	NA	p303_Alexandra_Mushegian
C10_B	C10	B	MiSeq_300	Run160208	negctrl	extract	NA	NA	NA	NA	NA	NA	NA	NA	d6	10	p4	NA	NA	NA	NA	NA	NA	NA	NA	NA	p303_Alexandra_Mushegian
C3_B	C3	B	MiSeq_300	Run160208	negctrl	extract	NA	NA	NA	NA	NA	NA	NA	NA	d2	3	p1	NA	NA	NA	NA	NA	NA	NA	NA	NA	p303_Alexandra_Mushegian
C5_B	C5	B	MiSeq_300	Run160208	negctrl	extract	NA	NA	NA	NA	NA	NA	NA	NA	d3	5	p2	NA	NA	NA	NA	NA	NA	NA	NA	NA	p303_Alexandra_Mushegian
C6_B	C6	B	MiSeq_300	Run160208	negctrl	extract	NA	NA	NA	NA	NA	NA	NA	NA	d4	6	p2	NA	NA	NA	NA	NA	NA	NA	NA	NA	p303_Alexandra_Mushegian
C8_B	C8	B	MiSeq_300	Run160208	negctrl	extract	NA	NA	NA	NA	NA	NA	NA	NA	d5	8	p3	NA	NA	NA	NA	NA	NA	NA	NA	NA	p303_Alexandra_Mushegian
CMUD_B	CMUD	B	MiSeq_300	Run160208	negctrl	extract	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	p4	NA	NA	NA	NA	NA	NA	NA	NA	NA	p303_Alexandra_Mushegian
PCRneg1_B	PCRneg1	B	MiSeq_300	Run160208	negctrl	pcr	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	p1	NA	NA	NA	NA	NA	NA	NA	NA	NA	p303_Alexandra_Mushegian
PCRneg2_B	PCRneg2	B	MiSeq_300	Run160208	negctrl	pcr	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	p2	NA	NA	NA	NA	NA	NA	NA	NA	NA	p303_Alexandra_Mushegian
PCRneg3_B	PCRneg3	B	MiSeq_300	Run160208	negctrl	pcr	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	p3	NA	NA	NA	NA	NA	NA	NA	NA	NA	p303_Alexandra_Mushegian
PCRneg4_B	PCRneg4	B	MiSeq_300	Run160208	negctrl	pcr	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	p4	NA	NA	NA	NA	NA	NA	NA	NA	NA	p303_Alexandra_Mushegian
pos_B	pos	B	MiSeq_300	Run160208	posctrl	pos	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	p4	NA	NA	NA	NA	NA	NA	NA	NA	NA	p303_Alexandra_Mushegian
D229_A	D229	A	MiSeq_300	Run160208	animal	NA	IXF1	IXF1	AUT	30	I3	IXF1I3	12	A1	d5	8	p3	NA	NA	NA	4.56	7	inter	NA	2.81	0	p303_Alexandra_Mushegian
D229_B	D229	B	MiSeq_300	Run160208	animal	NA	IXF1	IXF1	AUT	30	I3	IXF1I3	12	A1	d5	8	p3	NA	NA	NA	4.56	7	inter	NA	2.81	0	p303_Alexandra_Mushegian
D231_A	D231	A	MiSeq_300	Run160208	animal	NA	IXF1	IXF1	SED	30	I3	IXF1I3	47	N4	d3	4	p2	NA	NA	4.784738507	4.56	7	inter	2.4	2.81	1	p303_Alexandra_Mushegian
D231_B	D231	B	MiSeq_300	Run160208	animal	NA	IXF1	IXF1	SED	30	I3	IXF1I3	47	N4	d3	4	p2	NA	NA	4.784738507	4.56	7	inter	2.4	2.81	1	p303_Alexandra_Mushegian
D227_A	D227	A	MiSeq_300	Run160208	animal	NA	IXF1	IXF1	NET	30	L2	IXF1L2	31	N3	d5	8	p3	NA	NA	3.772028165	4.56	7	inter	2.56	2.81	0	p303_Alexandra_Mushegian
D227_B	D227	B	MiSeq_300	Run160208	animal	NA	IXF1	IXF1	NET	30	L2	IXF1L2	31	N3	d5	8	p3	NA	NA	3.772028165	4.56	7	inter	2.56	2.81	0	p303_Alexandra_Mushegian
D230_A	D230	A	MiSeq_300	Run160208	animal	NA	IXF1	IXF1	NET	30	I3	IXF1I3	2	N1	d1	1	p1	NA	NA	4.110252917	4.56	7	inter	2.6	2.81	1	p303_Alexandra_Mushegian
D230_B	D230	B	MiSeq_300	Run160208	animal	NA	IXF1	IXF1	NET	30	I3	IXF1I3	2	N1	d1	1	p1	NA	NA	4.110252917	4.56	7	inter	2.6	2.81	1	p303_Alexandra_Mushegian
D236_A	D236	A	MiSeq_300	Run160208	animal	NA	IXF1	IXF1	NET	30	I5	IXF1I5	32	N3	d4	6	p2	NA	NA	4.670153045	4.56	7	inter	2.6	2.81	1	p303_Alexandra_Mushegian
D236_B	D236	B	MiSeq_300	Run160208	animal	NA	IXF1	IXF1	NET	30	I5	IXF1I5	32	N3	d4	6	p2	NA	NA	4.670153045	4.56	7	inter	2.6	2.81	1	p303_Alexandra_Mushegian
D234_A	D234	A	MiSeq_300	Run160208	animal	NA	IXF1	IXF1	SED	30	L6	IXF1L6	3	N1	d5	7	p3	NA	NA	4.83346586	4.56	7	inter	2.6	2.81	1	p303_Alexandra_Mushegian
D234_B	D234	B	MiSeq_300	Run160208	animal	NA	IXF1	IXF1	SED	30	L6	IXF1L6	3	N1	d5	7	p3	NA	NA	4.83346586	4.56	7	inter	2.6	2.81	1	p303_Alexandra_Mushegian
D242_A	D242	A	MiSeq_300	Run160208	animal	NA	IXF1	IXF1	NET	30	I8	IXF1I8	3	N1	d5	7	p3	NA	NA	5.015175267	4.56	7	inter	2.64	2.81	1	p303_Alexandra_Mushegian
D242_B	D242	B	MiSeq_300	Run160208	animal	NA	IXF1	IXF1	NET	30	I8	IXF1I8	3	N1	d5	7	p3	NA	NA	5.015175267	4.56	7	inter	2.64	2.81	1	p303_Alexandra_Mushegian
D224_A	D224	A	MiSeq_300	Run160208	animal	NA	IXF1	IXF1	NET	30	I1	IXF1I1	18	N2	d6	10	p4	NA	NA	4.564239844	4.56	7	inter	2.64	2.81	0	p303_Alexandra_Mushegian
D224_B	D224	B	MiSeq_300	Run160208	animal	NA	IXF1	IXF1	NET	30	I1	IXF1I1	18	N2	d6	10	p4	NA	NA	4.564239844	4.56	7	inter	2.64	2.81	0	p303_Alexandra_Mushegian
D243_A	D243	A	MiSeq_300	Run160208	animal	NA	IXF1	IXF1	SED	30	I8	IXF1I8	12	N1	d6	10	p4	NA	NA	4.205285584	4.56	7	inter	2.64	2.81	1	p303_Alexandra_Mushegian
D243_B	D243	B	MiSeq_300	Run160208	animal	NA	IXF1	IXF1	SED	30	I8	IXF1I8	12	N1	d6	10	p4	NA	NA	4.205285584	4.56	7	inter	2.64	2.81	1	p303_Alexandra_Mushegian
D244_A	D244	A	MiSeq_300	Run160208	animal	NA	IXF1	IXF1	AUT	29	L5	IXF1L5	43	A3	d2	2	p1	NA	NA	4.269582986	4.56	7	inter	2.72	2.81	1	p303_Alexandra_Mushegian
D244_B	D244	B	MiSeq_300	Run160208	animal	NA	IXF1	IXF1	AUT	29	L5	IXF1L5	43	A3	d2	2	p1	NA	NA	4.269582986	4.56	7	inter	2.72	2.81	1	p303_Alexandra_Mushegian
D235_A	D235	A	MiSeq_300	Run160208	animal	NA	IXF1	IXF1	AUT	30	I5	IXF1I5	48	A3	d4	6	p2	NA	NA	4.37322473	4.56	7	inter	2.72	2.81	1	p303_Alexandra_Mushegian
D235_B	D235	B	MiSeq_300	Run160208	animal	NA	IXF1	IXF1	AUT	30	I5	IXF1I5	48	A3	d4	6	p2	NA	NA	4.37322473	4.56	7	inter	2.72	2.81	1	p303_Alexandra_Mushegian
D225_A	D225	A	MiSeq_300	Run160208	animal	NA	IXF1	IXF1	SED	30	I1	IXF1I1	6	N1	d4	6	p2	NA	NA	5.118046366	4.56	7	inter	2.72	2.81	1	p303_Alexandra_Mushegian
D225_B	D225	B	MiSeq_300	Run160208	animal	NA	IXF1	IXF1	SED	30	I1	IXF1I1	6	N1	d4	6	p2	NA	NA	5.118046366	4.56	7	inter	2.72	2.81	1	p303_Alexandra_Mushegian
D233_A	D233	A	MiSeq_300	Run160208	animal	NA	IXF1	IXF1	NET	30	L6	IXF1L6	25	N2	d2	3	p1	NA	NA	4.957482775	4.56	7	inter	2.84	2.81	1	p303_Alexandra_Mushegian
D233_B	D233	B	MiSeq_300	Run160208	animal	NA	IXF1	IXF1	NET	30	L6	IXF1L6	25	N2	d2	3	p1	NA	NA	4.957482775	4.56	7	inter	2.84	2.81	1	p303_Alexandra_Mushegian
D237_A	D237	A	MiSeq_300	Run160208	animal	NA	IXF1	IXF1	SED	30	I5	IXF1I5	21	N2	d2	2	p1	NA	NA	4.439427439	4.56	7	inter	2.88	2.81	1	p303_Alexandra_Mushegian
D237_B	D237	B	MiSeq_300	Run160208	animal	NA	IXF1	IXF1	SED	30	I5	IXF1I5	21	N2	d2	2	p1	NA	NA	4.439427439	4.56	7	inter	2.88	2.81	1	p303_Alexandra_Mushegian
D239_A	D239	A	MiSeq_300	Run160208	animal	NA	IXF1	IXF1	NET	30	I6	IXF1I6	45	N4	d3	5	p2	NA	NA	3.884285462	4.56	7	inter	3	2.81	1	p303_Alexandra_Mushegian
D239_B	D239	B	MiSeq_300	Run160208	animal	NA	IXF1	IXF1	NET	30	I6	IXF1I6	45	N4	d3	5	p2	NA	NA	3.884285462	4.56	7	inter	3	2.81	1	p303_Alexandra_Mushegian
D228_A	D228	A	MiSeq_300	Run160208	animal	NA	IXF1	IXF1	SED	30	L2	IXF1L2	4	N1	d2	2	p1	NA	NA	4.79019365	4.56	7	inter	3	2.81	1	p303_Alexandra_Mushegian
D228_B	D228	B	MiSeq_300	Run160208	animal	NA	IXF1	IXF1	SED	30	L2	IXF1L2	4	N1	d2	2	p1	NA	NA	4.79019365	4.56	7	inter	3	2.81	1	p303_Alexandra_Mushegian
D238_A	D238	A	MiSeq_300	Run160208	animal	NA	IXF1	IXF1	AUT	30	I6	IXF1I6	46	A3	d6	10	p4	NA	NA	4.896388412	4.56	7	inter	3.08	2.81	0	p303_Alexandra_Mushegian
D238_B	D238	B	MiSeq_300	Run160208	animal	NA	IXF1	IXF1	AUT	30	I6	IXF1I6	46	A3	d6	10	p4	NA	NA	4.896388412	4.56	7	inter	3.08	2.81	0	p303_Alexandra_Mushegian
D246_A	D246	A	MiSeq_300	Run160208	animal	NA	IXF1	IXF1	SED	29	L5	IXF1L5	22	N2	d6	10	p4	NA	NA	5.081951874	4.56	7	inter	3.08	2.81	1	p303_Alexandra_Mushegian
D246_B	D246	B	MiSeq_300	Run160208	animal	NA	IXF1	IXF1	SED	29	L5	IXF1L5	22	N2	d6	10	p4	NA	NA	5.081951874	4.56	7	inter	3.08	2.81	1	p303_Alexandra_Mushegian
D245_A	D245	A	MiSeq_300	Run160208	animal	NA	IXF1	IXF1	NET	29	L5	IXF1L5	21	N2	d2	2	p1	NA	NA	4.558492569	4.56	7	inter	3.12	2.81	1	p303_Alexandra_Mushegian
D245_B	D245	B	MiSeq_300	Run160208	animal	NA	IXF1	IXF1	NET	29	L5	IXF1L5	21	N2	d2	2	p1	NA	NA	4.558492569	4.56	7	inter	3.12	2.81	1	p303_Alexandra_Mushegian
D240_A	D240	A	MiSeq_300	Run160208	animal	NA	IXF1	IXF1	SED	30	I6	IXF1I6	15	N1	d5	8	p3	NA	NA	4.401572846	4.56	7	inter	3.12	2.81	1	p303_Alexandra_Mushegian
D240_B	D240	B	MiSeq_300	Run160208	animal	NA	IXF1	IXF1	SED	30	I6	IXF1I6	15	N1	d5	8	p3	NA	NA	4.401572846	4.56	7	inter	3.12	2.81	1	p303_Alexandra_Mushegian
D232_A	D232	A	MiSeq_300	Run160208	animal	NA	IXF1	IXF1	AUT	30	L6	IXF1L6	11	A1	d3	4	p2	NA	NA	4.438906086	4.56	7	inter	3.24	2.81	0	p303_Alexandra_Mushegian
D232_B	D232	B	MiSeq_300	Run160208	animal	NA	IXF1	IXF1	AUT	30	L6	IXF1L6	11	A1	d3	4	p2	NA	NA	4.438906086	4.56	7	inter	3.24	2.81	0	p303_Alexandra_Mushegian
D211_A	D211	A	MiSeq_300	Run160208	animal	NA	ESDOI1	ES-DO1-1	AUT	29	J2	ESDOI1J2	17	A1	d1	1	p1	NA	NA	4.674971307	4.07	3	low	2.08	2.732173913	1	p303_Alexandra_Mushegian
D211_B	D211	B	MiSeq_300	Run160208	animal	NA	ESDOI1	ES-DO1-1	AUT	29	J2	ESDOI1J2	17	A1	d1	1	p1	NA	NA	4.674971307	4.07	3	low	2.08	2.732173913	1	p303_Alexandra_Mushegian
D214_A	D214	A	MiSeq_300	Run160208	animal	NA	ESDOI1	ES-DO1-1	AUT	29	J1	ESDOI1J1	46	A3	d2	3	p1	NA	NA	4.036708722	4.07	3	low	2.24	2.732173913	1	p303_Alexandra_Mushegian
D214_B	D214	B	MiSeq_300	Run160208	animal	NA	ESDOI1	ES-DO1-1	AUT	29	J1	ESDOI1J1	46	A3	d2	3	p1	NA	NA	4.036708722	4.07	3	low	2.24	2.732173913	1	p303_Alexandra_Mushegian
D220_A	D220	A	MiSeq_300	Run160208	animal	NA	ESDOI1	ES-DO1-1	AUT	28	J3	ESDOI1J3	15	A1	d5	8	p3	NA	NA	4.825542953	4.07	3	low	2.48	2.732173913	1	p303_Alexandra_Mushegian
D220_B	D220	B	MiSeq_300	Run160208	animal	NA	ESDOI1	ES-DO1-1	AUT	28	J3	ESDOI1J3	15	A1	d5	8	p3	NA	NA	4.825542953	4.07	3	low	2.48	2.732173913	1	p303_Alexandra_Mushegian
D221_A	D221	A	MiSeq_300	Run160208	animal	NA	ESDOI1	ES-DO1-1	NET	28	J3	ESDOI1J3	8	N1	d3	4	p2	NA	NA	4.087319912	4.07	3	low	2.48	2.732173913	1	p303_Alexandra_Mushegian
D221_B	D221	B	MiSeq_300	Run160208	animal	NA	ESDOI1	ES-DO1-1	NET	28	J3	ESDOI1J3	8	N1	d3	4	p2	NA	NA	4.087319912	4.07	3	low	2.48	2.732173913	1	p303_Alexandra_Mushegian
D212_A	D212	A	MiSeq_300	Run160208	animal	NA	ESDOI1	ES-DO1-1	NET	29	J2	ESDOI1J2	1	N1	d6	10	p4	NA	NA	4.356847751	4.07	3	low	2.52	2.732173913	1	p303_Alexandra_Mushegian
D212_B	D212	B	MiSeq_300	Run160208	animal	NA	ESDOI1	ES-DO1-1	NET	29	J2	ESDOI1J2	1	N1	d6	10	p4	NA	NA	4.356847751	4.07	3	low	2.52	2.732173913	1	p303_Alexandra_Mushegian
D222_A	D222	A	MiSeq_300	Run160208	animal	NA	ESDOI1	ES-DO1-1	SED	28	J3	ESDOI1J3	17	N2	d1	1	p1	NA	NA	4.167848799	4.07	3	low	2.56	2.732173913	1	p303_Alexandra_Mushegian
D222_B	D222	B	MiSeq_300	Run160208	animal	NA	ESDOI1	ES-DO1-1	SED	28	J3	ESDOI1J3	17	N2	d1	1	p1	NA	NA	4.167848799	4.07	3	low	2.56	2.732173913	1	p303_Alexandra_Mushegian
D201_A	D201	A	MiSeq_300	Run160208	animal	NA	ESDOI1	ES-DO1-1	SED	30	J13	ESDOI1J13	36	N3	d4	6	p2	NA	NA	3.795810525	4.07	3	low	2.56	2.732173913	1	p303_Alexandra_Mushegian
D201_B	D201	B	MiSeq_300	Run160208	animal	NA	ESDOI1	ES-DO1-1	SED	30	J13	ESDOI1J13	36	N3	d4	6	p2	NA	NA	3.795810525	4.07	3	low	2.56	2.732173913	1	p303_Alexandra_Mushegian
D205_A	D205	A	MiSeq_300	Run160208	animal	NA	ESDOI1	ES-DO1-1	AUT	29	J10	ESDOI1J10	27	A1	d3	5	p2	NA	NA	4.231367631	4.07	3	low	2.6	2.732173913	1	p303_Alexandra_Mushegian
D205_B	D205	B	MiSeq_300	Run160208	animal	NA	ESDOI1	ES-DO1-1	AUT	29	J10	ESDOI1J10	27	A1	d3	5	p2	NA	NA	4.231367631	4.07	3	low	2.6	2.732173913	1	p303_Alexandra_Mushegian
D216_A	D216	A	MiSeq_300	Run160208	animal	NA	ESDOI1	ES-DO1-1	SED	29	J1	ESDOI1J1	40	N3	d2	3	p1	NA	NA	3.476976466	4.07	3	low	2.68	2.732173913	1	p303_Alexandra_Mushegian
D216_B	D216	B	MiSeq_300	Run160208	animal	NA	ESDOI1	ES-DO1-1	SED	29	J1	ESDOI1J1	40	N3	d2	3	p1	NA	NA	3.476976466	4.07	3	low	2.68	2.732173913	1	p303_Alexandra_Mushegian
D215_A	D215	A	MiSeq_300	Run160208	animal	NA	ESDOI1	ES-DO1-1	NET	29	J1	ESDOI1J1	34	N3	d1	1	p1	NA	NA	4.078275522	4.07	3	low	2.72	2.732173913	1	p303_Alexandra_Mushegian
D215_B	D215	B	MiSeq_300	Run160208	animal	NA	ESDOI1	ES-DO1-1	NET	29	J1	ESDOI1J1	34	N3	d1	1	p1	NA	NA	4.078275522	4.07	3	low	2.72	2.732173913	1	p303_Alexandra_Mushegian
D218_A	D218	A	MiSeq_300	Run160208	animal	NA	ESDOI1	ES-DO1-1	NET	29	J4	ESDOI1J4	22	N2	d6	9	p4	NA	NA	4.198024426	4.07	3	low	2.76	2.732173913	1	p303_Alexandra_Mushegian
D218_B	D218	B	MiSeq_300	Run160208	animal	NA	ESDOI1	ES-DO1-1	NET	29	J4	ESDOI1J4	22	N2	d6	9	p4	NA	NA	4.198024426	4.07	3	low	2.76	2.732173913	1	p303_Alexandra_Mushegian
D219_A	D219	A	MiSeq_300	Run160208	animal	NA	ESDOI1	ES-DO1-1	SED	29	J4	ESDOI1J4	31	N3	d5	8	p3	NA	NA	3.442322956	4.07	3	low	2.8	2.732173913	1	p303_Alexandra_Mushegian
D219_B	D219	B	MiSeq_300	Run160208	animal	NA	ESDOI1	ES-DO1-1	SED	29	J4	ESDOI1J4	31	N3	d5	8	p3	NA	NA	3.442322956	4.07	3	low	2.8	2.732173913	1	p303_Alexandra_Mushegian
D208_A	D208	A	MiSeq_300	Run160208	animal	NA	ESDOI1	ES-DO1-1	AUT	29	J12	ESDOI1J12	35	A3	d4	6	p2	NA	NA	4.361463402	4.07	3	low	2.84	2.732173913	1	p303_Alexandra_Mushegian
D208_B	D208	B	MiSeq_300	Run160208	animal	NA	ESDOI1	ES-DO1-1	AUT	29	J12	ESDOI1J12	35	A3	d4	6	p2	NA	NA	4.361463402	4.07	3	low	2.84	2.732173913	1	p303_Alexandra_Mushegian
D209_A	D209	A	MiSeq_300	Run160208	animal	NA	ESDOI1	ES-DO1-1	NET	29	J12	ESDOI1J12	30	N3	d2	2	p1	NA	NA	3.562292864	4.07	3	low	2.84	2.732173913	1	p303_Alexandra_Mushegian
D209_B	D209	B	MiSeq_300	Run160208	animal	NA	ESDOI1	ES-DO1-1	NET	29	J12	ESDOI1J12	30	N3	d2	2	p1	NA	NA	3.562292864	4.07	3	low	2.84	2.732173913	1	p303_Alexandra_Mushegian
D217_A	D217	A	MiSeq_300	Run160208	animal	NA	ESDOI1	ES-DO1-1	AUT	29	J4	ESDOI1J4	35	A3	d5	7	p3	NA	NA	3	4.07	3	low	2.88	2.732173913	1	p303_Alexandra_Mushegian
D217_B	D217	B	MiSeq_300	Run160208	animal	NA	ESDOI1	ES-DO1-1	AUT	29	J4	ESDOI1J4	35	A3	d5	7	p3	NA	NA	3	4.07	3	low	2.88	2.732173913	1	p303_Alexandra_Mushegian
D210_A	D210	A	MiSeq_300	Run160208	animal	NA	ESDOI1	ES-DO1-1	SED	29	J12	ESDOI1J12	13	N1	d2	3	p1	NA	NA	3.938319543	4.07	3	low	2.88	2.732173913	1	p303_Alexandra_Mushegian
D210_B	D210	B	MiSeq_300	Run160208	animal	NA	ESDOI1	ES-DO1-1	SED	29	J12	ESDOI1J12	13	N1	d2	3	p1	NA	NA	3.938319543	4.07	3	low	2.88	2.732173913	1	p303_Alexandra_Mushegian
D207_A	D207	A	MiSeq_300	Run160208	animal	NA	ESDOI1	ES-DO1-1	SED	29	J10	ESDOI1J10	38	N3	d6	9	p4	NA	NA	4.803866634	4.07	3	low	2.88	2.732173913	1	p303_Alexandra_Mushegian
